Text,is_humor
"—Mira, ahí está el que te quitó a tu novia —Está bien —¿No le vas a decir nada? —¿Estás loco, y si me la devuelve?",1
"LPM MIS NENES, LOS AMO #CMLinkeados",0
"Mi esposa es de pocas palabras ,, pero las repite y las repite …
#CHISTES",1
"Él coge, Ella coge, Ellos cogen, y Nosotros aquí como PENDEJOS tuiteando.",1
La felicidad de haber pasado a tercero no me entra en el cuerpo 😀,0
"-Natalia, ¿supiste que Microsoft compró Skype por 8.5 billones de dólares? -Qué bobos, si lo podían descargar gratis de Internet!",1
Mas nervioso que araña que ve llegar a los pintores.,1
Audífonos + Música = Olvidarse del mundo por un rato.,0
Ya no hay nadie en mi tl lloro todos están durmiendo,0
Esta tarde está para tres sin sacar,0
"WhatsApp también es una red social. A ti te hablo, que odias las redes sociales y vives en la más peligrosa que es esa.",0
"Pero ¿cual es más cotizado, el grande o el chico?.
Yo a un proveedor",0
Me hago el corte en la ceja o no?,0
"-Mi vida, murió mi mama
-Toma (5000 pesos) compra todas las coronas que te alcance.
Pensé q no la querías
-Si no hay corona, compra Quilmes.",1
"—¿Se considera usted responsable?
—No y sí.
—¿Cómo es eso?
—Dejo las cosas a última hora, pero siempre las hago.",1
"#Chiste mamá, mi papá esta tirando todo lo que no le gusta por la ventanaaaaaaaaaaaaaaaaaaaaaaa #chistes RT",1
Andá a cagar.,0
"Pero esa carroña no es el pueblo son los malditos políticos ,sin madre.",0
Vacancia por incapacidad mental porque “@ppkamigo no sintoniza con la realidad” - @hectorbecerrilr en @ContactoN_,0
"-Amor ¿hasta cuando me amarás? -Hasta q el 1er hombre pise Marte! No, más aún, hasta q el Cruz Azul sea campeón! #fb",1
"La cárcel debe ser un lugar grandioso. Todo el mundo, mata, roba y viola para estar en ella.",1
Típico: ¿QUIÉN CARAJO TOMÓ MI... Aah no... Aquí está.,0
Estoy más al pedo que la opción compartir de un video porno,1
Dr. Riggs ustedes es muuuuuy hermoso 😍,0
¿Novios sin celos? ¿Qué sigue? ¿Pizza sin queso? ¿Coca-Cola sin hielo? ¿Twitter sin indirectas?,1
"Tengo sed de la mala de esa que destruye familias... Nah, la neta se me antoja un atole.",0
"Dormir todo el dia, para demostrarle a todos que lucho por mis sueños... #XD",1
Que aburrimiento.,0
- Me dijo   ʺEl fútbol o yoʺ  - A veces la extraño durante el Medio Tiempo !!!...,1
"Cuando alguien te ama, no necesita decirlo. Se sabe por la forma en que te trata. -Bob Marley",0
"—¿Último deseo antes de ser fusilado? 
—QUE ME DISPARE AÍDA ROMÁN.",1
#Chiste Compadre sabes que a tu mujer le dicen las 3:55? -No... Por qué compadre? -Porque en 5 minutos ya está en 4! #chistes RT,1
"Volver a ti.
Volver contigo.
Volverte a abrazar.
Uno siempre vuelve a los lugares
donde fue feliz.
Eres mi lugar; siempre.",0
"Me caga cuando el profesor dice “pregunta dos"" y pongo ""¿"" pero luego dicta ""realiza un esquema"" DIJISTE PREGUNTA CULERO DE MIERDA",1
"No se imaginan el frío que está haciendo en la frontera entre Bulgaria y Serbia, por suerte tantos años en la Friendzone me han hecho inmune",0
"¿Por qué despidieron al reloj?
Porque se atrasó.. #chistes",1
"Papy Djilobodji, Michael Hector y Baba Rahman mis fichajes. Le he dado a fichar aleatorio en el Football Manager y a tomar por culo.",0
#tipico Se cae un/a amigo/a jajaja Se cae un hermano/a jajaja Se cae un desconocido por la calle: jajajajaja Se cae el internet: NOOOOOO :@,1
"Si lo puedes soñar, lo puedes hacer.",0
"#TeSueltoLaVerdad ""TG"" (Ta Gueno) el ""OK"" chapin.",0
Ustedes han de tuitear muy chingón 😒,0
Hoy si fue un Martes 13 para mí 😠,0
"Alma mía, dijiste a Jehová: «Tú eres mi Señor; no hay para mí bien fuera de ti.»
Salmos 16:2 RVR95",0
Vasi jv regarder Hxh,0
"-Vengo para un papanicolau -Usted es hombre -Tuiteo poemas y frases de amor -Pase por aquí damita, tiene toallas sanitarias suficientes?",1
Ni con depilación láser podrán quitarme los vellos momentos que viví contigo,1
"No conozco ni se quien es P.Vargas pero se me hace más creíble su versión, además Matias Vega esta super enredado xd #fiebredevina",0
Mi paso por el mundo quedará registrado en las medias que he dejado en los hoteles.,1
"Buenos días, ya levántense, ese muro no se va a construir solo. 😂",1
Profesores que se creen estrategas militares reubicando alumnos en exámenes.,1
"—Hola. Quiero tatuarme «NUNCA TE DES POR VENCIDO» aquí en el hombro. —Ok, pero dolerá un poco. —Ah, no, no, que miedo, entonces mejor no.",1
"Pasa una chica guapa por la calle y un hombre le pregunta: -¿Cómo amaneciste de aquellito? -AY BABOSO! -Uff, así me gusta! #fb",1
"-Mira mamá, ¡estoy en la tele! -No seas estúpida, ¡préndela! - :(",1
"Borracho en el bus: -¡Me quiero comer UN CULO! Todos voltean y el borracho dice: -Dije UN CULO, no todos! #fb",1
#UnTiroEnLaFrentePara esa gente corriente que escucha musica en la calle sin audifonos.,0
"Mickey Mouse va con Mimí: -Mimí, I wanna divorce! -Mickey, are u fucking crazy? -No, I'm just fucking Daisy! #fb",1
"Lo peor del día, encontrarme a mi nutriólogo en el gym después de que no seguí la dieta ni vine al gym en 3 semanas @regañada 😂",0
"Con lo sensible que estoy lloro por todo, increíble",0
No dejes que todo esto quede en nada...,0
"TODOS LOS DOMINGOS, TODO EL DÍA, ES MUUUUUY TEMPRANO.",0
CHICOS PEDÍ 3 ENTRADAS PARA EL LOLLA Y ME VINIERON 4 JAAAAAAA,0
"Como la vez que le quise escribir ""Te amo"" a mi novia, pero como la ""N"" está junto a la ""M"", le escribí ""Te la quiero meter por el culo"".",1
Que onda? Todos estan hablando del abortó,0
Nunca voy a entender por qué Jesús tomaba vino y no cerveza. ¿Cómo seguir a un tipo que no toma cerveza? No. Quiero cervezas. Siempre.,1
"Me encantaria tener cuatro años y ser la novia de ciroo❤
@JoseeFoletto",0
NOS VALE VERGA SU PUTA DORY AHORITA ESTAMOS CON POKEMON,0
"—Estoy en un curso para dejar de ser tan ofensivo y volverme mejor persona.
—¿Y cómo vas?
—Mejor que tu dieta, pinche gorda.",1
"Enamórate de quien te dedique canciones, te mande mensajes por la noche, te diga que te quiere y se trague su orgullo, vale la pena.",0
Me siento en una montaña rusa...,0
La situación política en Cataluña es decepcionante pero ver que tu perro se puede lamer los huevos y tú no es una catástrofe.,1
"El amor es permanecer porque, aunque esa persona no está lista y ves lo peor de él, todavía le tienes fe.",0
Gracias Dios por todo lo Mio🙌💞,0
Mi cama es una máquina del tiempo. Me quedo cinco minutos y pasan cinco horas.,1
"Que día tan de mierda y aburrido, como mi vida.",0
Buen día a todos!!??,0
"Yo soy de esas personas que quiere salir de viaje, fiesta o a comer, pero cuando me invitan me da pereza y prefiero quedarme en mi casa.",0
"—PAPA!!! PAPA!! saque 9.2 en el examen —Que bueno hijo te felicito, pero en que examen? —En el de Alcoholemia, se llevaron tu carro. —:(",1
"—¿Cuánto el cuarto con jacuzzi?
—$600
—¿El sencillo?
—$300
—¿Los condones?
—$80
—¿Me deja masturbar aquí en el lobby el 14 de Febrero?",1
ojalá la vida conspire para que este sea un muy lindo cumpleaños para mi,0
"Rahmar es de los míos, le pone alcohol a todo lo que come y toma !! SALUD PAPUCHO!! #MasterChefMx",0
Diescinueve #LouisTomlinson #BestSoloBreakout #iHeartAwards,0
"hay gente que no llora, solo orina por el ojo guau",0
A 30 AÑOS SACARÍA ganas de chambear,0
"- Como te puedo hacer feliz en la cama? 
- No me despiertes!

**Todas las mujeres**",1
"Sigue a @Famoseando Tiene las mejores frases, notas y chismes de #famosos y #famosas",0
"Prefiero un café conocido que un te extraño..
#frases",0
Que aburrimiento locoo🤦,0
"Fotos pal marido? Y como carajo llegan al""amigo""al q ella""le presto""el telefono?PQ pa sacar unas fotos d la memoria a otro cel toma TIEMPO!",0
¿Por qué metieron al tamarindo a la cárcel...? Por su pulpa...,1
Hola como estas preciosa @YokastaMOficial,0
"—Papá, ¿qué hace una vaca arriba de un caballo? —No sé, ¿qué hace? —Vacabalgando JAJAJAJJAJAJAJ —... —... —Hijo. —¿Qué? —Pásame el cinturón.",1
"-Para mi Roger Waters está sobrevalorado
-No sé loco, te pedí un cortado y dos medialunas",1
"Ayer lloraba por verte llorona, hoy lloro porque te vi🎶",0
La muerte de #Videla complica mas a Independiente,0
mmm mepa que me vendría bien un balazo,0
—¿Por qué dices que estoy obsesionada contigo? —¿Te sales del baño para que pueda terminar de cagar? —Contestame primero.,1
Buennn diaa!!,0
"Te voy a hacer llorar de un beso, tomarás fuerte mi mano y te voy a besar...",0
"Esa morra tenía 13 razones, yo tengo como 80 y aquí ando chingándole.",1
"—Hijo, ¿Me puedes explicar por qué todas las cosas de tu cuarto están en el piso?

—Claro Mamá, se le conoce como: ""La ley de gravedad"".",1
#DirectoNatsukiSel sel no se como entrar,0
"Sofi ya volvió, y ya estoy esperando el viernes para darnosla en la pera juntas🍐👭",0
Nunca es tarde para una siesta,0
"Lo duermo, llorand y maquiniandome la cabesa como un enfermo nsvmos",0
Típico: vas al medico y te pone 100 ml de صول على مشغووقف م فيس صو ع,1
"-Oye, ¿qué tienes mañana a primera hora? 
-Hambre, sueño y ganas de no estudiar.",1
"Siempre quise ser ALGUIEN en la vida, pero ahora me doy cuenta que debí haber sido más específico...",1
"“O adivinas porqué estoy enojada o me enojo más”

-Lógica femenina.",1
buenos resultados,0
Yo por Espinoza Paz me vomito si lo escucho cantar.,0
@emiIieclarke Me torturas con tus retweets de Afrodita 😭,0
Pepe eligió la ensalada waldorf y Vicente Larrusa.  #CHISTES,1
"¡LA CARTULINA!

　　　 ／　　 ＼ 
　　　/　　　　 ヽ 
　　/)`　　　　　 |ﾍ 
　 ｜|(・)　 (・)　|｜
　 ｜ヽ　･ ･　　ノ｜ 
　 ｜ |＼   ∩　 ／  ﾉ 
　 人 ヽ｜∪　/　/ 
　　｜ |人＿_人

#PólvoraTNT",0
Mis primos y mis tíos te necesitan más que nunca. Iluminalos desde allá.,0
A mí jamás me han mandado nudes porque mis seguidoras son mujeres con principios.,0
"Cuando el pueblo se une, no tiene nada que perder, excepto las cadenas. Seamos libres.",0
"-Hola, vengo a mi operación de ""Agrandamiento de Pene"".

-Y ya decidió cómo lo quiere?

-Si, como el de Ana Guevara.",1
"Igual podré pasar por un schop al salir de la pega.
O buscarme un pololo que viva solo.",0
gente sera que o netflix party funciona no xilften mkkkkk acho q nao ne,0
"""Mira, un chocolate, no creo que sea de alguien, me lo voy a comer"".

—Mi familia, siempre.",1
"""En la vida hay que evitar tres figuras geométricas; los círculos viciosos, los triángulos amorosos y las mentes cuadradas.""",0
"Si eres su novia, pero no te presenta como su novia, no eres su novia.",0
"-Mana, me pica la mano, ¿será q voy agarrar plata? -Que va niña!, si eso fuera verdad yo tuviera un cajero automático en el culo!",1
Que ganas de un buen garche lindoo,0
Zacarías Ferreira - Ya No Te Buscaré,0
Que lindo es ver todos sus comentarios después del vlog de hoy 😍,0
"—Amor, dime cosas sucias.

—Tu cuarto.

—¡Mamá, cuelga!

#XD",1
Nina 😂😂😂 #BBNaija,0
"— Domino's Pizza, ¿qué desea?
 — ¿¡POR QUÉ NO TENDISTE TU CAMA!?
 — ¡Mamá! Estoy trabajando!
 — ¡Cuando llegues a la casa vas a ver, pendejo",1
"¿Tienes algún pedo o qué?

— Yo, defendiendo mi punto de vista diplomáticamente.",1
No se por qué me duelen tanto las piernas si no he hecho nada,0
"2 sos un cago de rissssa, te divina 💜",0
"#ElPulso es Matías Fernández el jugador mejor pago en la historia del fútbol colombiano?, Ganará 180 mil dólares mensuales",0
Yo también quiero participar en el torneo del domingo paco,0
"Mmm, te la comes flaca :)",0
Hace mucho calor para ir a escobar y Melu donde se va a ir ahora?..,0
H2O + CO + CO = Agua de COCO. No entiendo porque me fue mal en la prueba de química,1
"Era un tipo tan feo pero tan feo, que en lugar de traerlo la Cigüeña lo trajo el Pato Lucas",1
CONTADOR: Persona que te explica por qué no hiciste el dinero que tu sabes que hiciste trabajando. by @hadacon  #fb,1
"- Mozo!!! ,porque  le puso leche al cafe??!
- perdón,  es que lo escucho medio cortado",1
Me saturo de info... En cualquier momento me hacen corto circuito las neuronas. 🤣,0
El #HotelVictoria esta de miedo alv,0
Todos saben que odio los abrazos.,0
"Pareja a punto de tener sexo: —¿Nerviosa amor? —Si, un poco —¿Tu primera vez? —No, ya había estado nerviosa antes... by @bolillo11 #fb",1
"Es momento de hacer las maletas c:&lt;
*se da cuenta que le falta una llanta a su baggage D': *",0
"—Oye, ¿Es verdad que eres sordo? —Un poquito, pero ya me estoy poniendo a dieta.",1
"—Ashfjdeksjfkhsha
—¡NO MAMES, YO TAMBIÉN AMO SKRILLEX, CÁSATE CONMIGO!
—Perdón, estaba limpiando mi teclado.",1
"Les informamos que el vuelo esta demorado...
hay que alegria!! Mi color favorito.!
#chistes",1
"-Mi novia me dejó por un pendejo.

-Te entiendo perfectamente.  

-¿Te pasó lo mismo?  

-No, pero también hablo español.",1
"""Tengo ciertas reglas por las cuales vivo, mi primera regla: No creo nada de lo que el gobierno me diga.""
George Carlin",0
en una fiesta todos gozaban de alegria y alegria quedo embarazada #jajaja #XD,1
Felicidad es dar vuelta la almohada y seguir durmiendo con la parte fría #frases,0
"Señor: Si no puedo triunfar, haz que los que me rodean fracasen rotundamente. Amén.",1
"Si miden menos de 1.70 mejor ni se dejen la barba porque luego hasta parecen pinches enanos de Blancanieves, no mamen.",1
"-Mamá, me voy a una fiesta.
-Vale hijo, pero no llegues tarde.
-No mamá, llegaré temprano, es más, si quieres traigo el pan.",1
"La regla debería bajar durante diez minutos, haciendo acto de presencia, en plan: ""Ola k ase, no estás embarazada, adiós!"".",1
"¿Sabías que ""te dejo"" es ""jódete"" con las sílabas al revés?",1
"No si sabían, pero lanuza es un iluminatis guau",0
Hola chicos si han rezado en esta semana santa? Cuentenos!!,0
Sabes que fracasaste como hijo cuando te das cuenta que tus padres tienen al perro como foto de perfil en su WhatsApp.,1
Seguro ya me hicieron como veinte bromas del día de los inocentes y yo ni cuenta,0
BANQUERO: Es un tipo que te presta su paraguas cuando hay un sol radiante y te lo reclama cuando empieza a llover  #chistes,1
Típico : Estar aburrido en clase y practicar tu firma para que cuando seas famoso no te salga mal.,0
Mi café me quedo bien aguado ?        fav si que triste ?,0
"Si no fuera por evelyn no ubiese aprobado, me re ayudó la adoro❤",0
Bebé yo se que tu mientes cuando hablas pero tu tienes algún poder de convencer 🎶,0
"Era tan borracho, tan borracho, que le decían ""genio"", porque aparecía cada vez que destapaban una botella...",1
q típico,0
"Cuidemos la tierra, es el único planeta con pizza y Netflix. 🙏🌎",1
NO MAMES QUE ESTA LLOVIENDOO,0
"ARIES: Traes una bomba de sentimientos que está a punto de explotar, te recomiendo que vayas a casa de Donald Trump y ahí te quedes un rato.",1
"Lástima por Casillas, no has podido celebrar las paradas de Valdés. #culé #disfrazado",0
"#chiste tierno. 
¿Qué hace un pato con una pata? – Caerse.",1
Al falso Ronaldo no le va a bajar la regla del disgusto por haberle recordado a Kevin Roldán.,0
"—Lo que pasa en Las Vegas, se queda en Las Vegas.
—Nunca hemos estado en Las Vegas.
—Esa es la actitud.",1
"- Tu comentario estimula las glándulas sudoríporas de mi miembro viril
- ¿Qué?
- Que me suda la polla
#Chistes #H...",1
"Ojalá estuvieras aquí, no te dejaría de abrazar.🙌🏻",0
"Debo confesar que amo mi materia de animación, pero me va pésimo. Lo importante es la actitud JAJAJAJ.",0
"Buenas, ¿me das un shampoo anti-caida aclarante? -¿Tio nacho? -¿Sobrino pepe? Qué milagro!!",1
el hijo mafioso del  gallego : -voy a matar al maestro porque sabe demasiado...#chistes,1
Tu canal no es necesario @marosuke117,0
"-Ay hijo, ¿por qué no te vuelves cristiano?  -No jefa, ni Cristiano, ni Messi, yo quiero volverme Chicharito! by @FulanitoShow #fb",1
Que enfermante sensación,0
Quiero una mamadera... dijo el tartamudo en la carpinteria,1
¿Con cuántos pensamientos se construye un insomnio?,0
"Jiriamnie té a mmn ooo

/. Vefito fe fe buemas nozxjes @zygyrs",0
Todo lo que necesito en esta vida es que tu me necesites,0
Te das cuenta que eres un twittero adicto cuando no puedes ir a dormir por estar en twitter,0
Mañana la veo de vuelta😍💕,0
" Mamá, ¿Qué me pongo?  Ropa.  Ah, ok. Es que dudaba entre las cortinas y una silla, gracias.",1
Mi último RT me hace anhelar más la inmortalidad. Amo la ciencia.,0
pasaron 60 minutos. Ya es hora.,1
Celosa@ yo? #JAJAJA Pásame a tu mamá para ver si estás en tu casa #XD,1
"No te deseo mal, pero ojala que cuando te pintes las uñas te empiece a picar el culo..",1
"No se dice:

""No puedo, tengo novia.""

Se dice:

""JAJAJA, NO LE LLEGAS NI A LOS TALONES A MI NOVIA, PUTA.""",1
"A los sagrados tamales no se le ponen filtros para subirlos a Instagram, tengan respeto, pendejos.",0
"50 bicicletas para dar un pase atrás, muy muy TOP el falso Ronaldo.",0
"Aprendiste a criticarme, porque fue más fácil que aprender a superarme.",0
"""VAMOS A ENAMORARNOS""

-Todos nosotros pendejitos por la vida.",0
@nytimes DESACTIVAR,0
"DealerWorldes: RT IDG_tv: Martínez: “Hoy en día el mercado del #cloud, no es un salto al vacío”. #AzureStack #CloudHíbrido #IDGtv",0
"Qué necesidad hay de aferrarse a personas culeras cuando existe Netflix, taquitos, cerveza y alitas.",1
"- ¿Por qué se le echa sal al NaOH?
- Porque está sosa.
#Chistes #Humor #Anecdotas #Cortos #Inteligentes #Buenos",1
"Típico: Que te expliquen un problema de matemática, decir “aaah, ya entendí” pero en realidad no entendiste nada.",1
"SAGITARIO: Veo qe tu habilidad para persuadir a las personas te sacará de muchos problemas, alguien te pedirá que regreses mándalo a laverga",0
Cosas que odian las mujeres: 1. Amiguitas 2. Que tardes en contestar los mensajes 3. Amiguitas 4. Y las pinches amiguitas,1
"-Oye, ¿entendiste lo que explicó el profe? 
-Sí, ¿por qué? 
-Es que te quiero preguntar algo. 
-Claro, dime. 
-¿Quieres ser mi novia?",1
"@WriteOutEveryth 
Oye, no se nadar, pero seguro que si me agarro a ti, flotamos.
Porque vaya bolsas de aire
—Holly molly—",1
Te aseguro que nadie te va querer como yo,0
RT @Penguino rt @juglardelzipa: jajajajajajaja RT @diarionocturno: Michael Jackson se fue de Farrah,0
El jamón es mi Dios y el vino su profeta.,0
"—Oye, ¿leíste el libro que dejó el profe?  —No, pero le tomé varias fotos y las subí a Instagram...",1
"—Tengo el nombre más corto del mundo, me llamo O.
—El mío es más corto, me llamo Casio.
—Yo les gano, me llamo Nicasio.",1
"Lo que más me sorprendió de los EE UU?
niños de 2 y 3 años hablando inglés! #chistes",1
@ninfa_diva buenos dias mamita!!! Ya despierta son las 5 😘😘😘😘te amo hermosa,0
"dejen esa mariconada de dar diario los buenos dias al agarre, aburre esa mierda guau",0
se siente afortunada,0
"¡Papá, papá! ¿La sordera es hereditaria?
- ¿Cómo hijo?
- ¿Qué papá?
#chistes",1
#MomentosMalditaSea cuando llevas prisa y alguien camina lento adelante tuyo.,0
Britney Queen Of Pop,0
Domingo ☀️ de todo el día es muy temprano. 🌞,0
que hermosa familia tengo!!❤️,0
"Sabes como convertir piedras en esmeraldas, facil : cruzas Rivadavia.
#chistes #humor",1
Necesito a alguien que me haga bien.,0
"Todo es nuestro. Nada es de ellos, todo lo que tiene nos lo han robado. #ALaCalle28F",0
Qué es una hipoteca? El lugar donde bailan los hipopótamos.#CHISTES,1
Pido perdón de todos mis errores que he cometido en mi vida,0
Ya quiero verlo y no anda por acá,0
"— ¿Aquí es la fila?

— No, señora. Somos el club de contemplación y apreciación de nucas ajenas. Nos reunimos en este oxxo todos los días.",1
Que bronca me dio esta serie,0
"—¿Por qué no trajiste condones, pendejo?

—La verdad es que no creí que fueras tan puta.",1
"Recién leí que fumar marihuana te afecta a la memoria. Ojalá no sea así, porque recién leí que fumar marihuana te afecta a la memoria.",1
"— Profe, en el salón hay un gay  
— ¿Y cómo lo sabe, Carlitos?  
— Porque se robó mi esmalte de uñas y mi brillo labial",1
Que locurita la remera y campera de egresados papaaaa 😼👏😻 @promomise18,0
"Desde que Disney creó La Bella y La Bestia, cualquier animal se cree príncipe.",1
A un paso del infierno,0
"LIBRA: Veo un cambio de look antes del 2017, tus posibilidades de encontrar el amor crecerán pero no te vayas con el primer pendejo que veas",1
Que sean tus ganas de triunfar las que te empujen hacia adelante 🌈❤,0
"Irle a los pumas 

ES DE NACOS",0
"Recién le barrí el balcón a mi suegra, lo quería compartir con ustedes",0
"#chiste Maria, empaca todo que me gane la loteria -Y que empaco Amor?, lo que sea pero te vas de la casa ya #chistes RT.",1
Que tristeza ser un dragón y nunca poder apagar la velita de tu pastel de cumpleaños ☹️,1
"—A la cuenta de 3 decimos lo que sentimos

—Ok

—1...2...3

—¡Lo que sentimos!

—¡Te am...sentimos!",1
"En gratitud con Guatemala por haber ayudado a capturar a Javier Duarte, Peña Nieto les regala Tabasco, Chiapas, Puebla y Oaxaca.",0
"Cuando te digan ""No es por ofender pero"" ... prepárate, porque sí es por ofender.",0
No se pasa mas la hora lpmm,0
😂😂😂 RT @YamilX05: Ni cuánta experta MMG aparecieron en TL 🤔,0
Me arroban con puro don nadie de Twitter.,0
"—Amor dime algo lindo

—Mi pene

—¡Ay! Algo dulce

—Mi pene con chocolate en la punta

—¡Basta! Algo tierno

—Mi pene con una bufandita :3",1
"Hola, me dan dinero por favor! yo tratando de ser pastor guau",0
estoy ahora haciendo un trabajo que supuestamente hay que entregar mañana a primera hora olé mi coño,0
Este año me voy a disfrazar de borracho... vengo practicando todo el año. ¡¡¡Que nervios!!!,1
Dicen que dos cabezas piensan mejor que una pero... ¿Entonces por qué algunos hombres están tan pendejos?,1
Nadie tiene que pedir de por favor lo que por derecho le corresponde,0
Que dificil para Baradit ser Baradit.,0
¿Quien no chateó en clases con un papelito? xD,0
"La vida humana en su inmensidad es un circulo.Volveremos a lo basico,a lo natural,al trueque,a la Naturaleza.Es el Fin de un ciclo.",0
"si para culiar, bailar regueton fuese un requisito, me muero cuero guau",0
"—¡Papel!  —Tijeras, te gané.  —¡Papel!  —Tijeras, gané otra vez.  —Ya abuelo, deja de jugar y pásame papel. Llevo 2 horas en el baño. #xD",1
—Jamás me habían dicho cosas tan lindas como lo que tu me dices. #MientoComoMujer. —Sólo a ti te las he dicho. #MientoComoHombre.,1
A mí es que me hablas de procastinar y me tumbo en tu sofá.,0
"Los empleaduchos de iShop se creen accionistas de la empresa, ubíquense chavos.",0
"La masturbación produce dos cosas: mala memoria, y no me acuerdo de la otra xD",1
"""Creo en la reencarnación..."" 
(La uña)",1
"Hay gente q si yo pudiera,la meteria en una lata d CocaCola y jamas las abriria!!!",0
"-Papá, ¿Por qué te casaste con mamá?
-Tú tampoco puedes entenderlo, ¿verdad?
#Chistes #Humor #Anecdotas #Cortitos...",1
BIBA,0
Sé quienes son reales y quienes no,0
"“Te amo”

MENTIRAS DE MUJERES",0
"—Hola, ¿qué haces? —Hago fuego con dos piedras, ¿y tú? —Reviso hotmail desde Internet Explorer. —JAJAJÁ ¡COMO UN MALDITO CAVERNÍCOLA! JAJAJÁ",1
Buen día mis cachufletas y cachufletos,0
Consejo del día: No juegues con alguien que lo da todo por ti porque terminarás teniendo nada.,0
“Hundida hasta el fondo de las converse” 🙇🏽‍♀️,0
"- ¿Sabes que tu novio antes fue mi novio?
- No, no lo sabía. Él me ha comentado que cometió algunas estupideces, pero nunca me dijo cuales.",1
Y me anime nomas? ! Dolió un poco pero feliz de mis locuras jajaja #Aritoenelpezon ?,0
exijo tortas fritas,0
un perro que se llamaba pafuera. El perro se escapo y el dueño gritaba: PÁFUERA PA DENTRO! y el perro se volvió loco,1
Se me andaba olvidando que #ConOchoaPierdeMeade,0
hasta de hamburguesa de habla jajajajaja,0
"#TIPICO Mi cabeza dice HACE DEPORTE, pero mi corazon dice COMIDA",0
hoy quisiera que el tiempo se detuviera en el presente porque tu mundo y el mio son el mismo.,0
"Papi, ¿qué es un trio?
Es cuando un hombre se acuesta con dos mujeres al mismo tiempo.
¿Y para que llevan una guitarra?",1
"Si su novio, novia, agarre o como quiera llamarle es diseñador grafico, no le crea las capturas de whapp o messenger, no sea pendeje guau",1
"Todos los envidiosos hablan y hablan, nosotros siempre flama, flama jaja",0
@luistrejosanche 032015-76028 Agradecemos responder la encuesta de satisfacción,0
Por qué los cables SIEMPRE tienen que cagar las fotos cuando el cielo estaba así de hermoso hace unos minutos? xqxqxqxqxq,0
"SI NO FUMASTE MARIHUANA EN LOS PASILLOS DEL JARDIN DE INFANTES
NO TUVISTE INFANCIA
#frases",1
Me agarró sueññitis,0
una vez una jaña me corto porq tenia como mil lunares y yo le decia la dalmata guau,0
Hoy le dije al chofer de #Uber que me diera una chela,0
"-Cariño, ¿crees que me he maquillado demasiado? -Depende, ¿vas a salir a matar a Batman?",1
"¿Que diferencia hay entre una suegra y un terrorista?
Que con el terrorista se puede negociar.",1
"—Me compré una casa.
—¿Es grande?
—Pues si quieres te la muestro, pero yo te quería hablar de la casa.",1
El anciano canoso periodista es hermano de Alberto Castillo el tanguero#MiercolesIntratable,0
"Que hijas de puta esas personas que comen como vacas y no engordan nunca, mientras yo tomo un vaso de agua y ya subí 8 kilos",0
"Idea millonaria: celulares para papás con sólo dos teclas ""O"" y ""K"".",1
"—¿Por qué lloras?

—Me detectaron diabetes.

—Relájate, cómete un Snickers.",1
"Entre la puteria y la fidelidad hay una coma (,) de diferencia.

""no tengo novio"" o ""no, tengo novio"".",1
Supongamos que no hay situaciones hipotéticas... #Frases,1
Este año lo veo con la mejor onda,0
"(Eres soltero, lindo y romántico)
¿Podrías presentarme a tu amigo el delincuente borracho y patán? Sí, ese que tiene novia?.

—LAS MUJERES.",1
#SumaPuntosQue te cele aun siendo solo amigos.,0
"Dijo Lu: Hasta las manos??
Rtt Lulu❤",0
"¿Sentimientos? Para que, ¿para que los hagan mierda? Mejor drogate, es más sano.",1
Una mujer guapa y celosa siempre tiene la razón.,0
"Superalo, que ya nos tenes con los huevos por el piso.",0
#Chiste Mama en la casa me dicen huerfano... - MAMA!! MAMA!! NO TE VALLAAAAAAAAAAAAS #Chistes RT.,1
mual,0
Hoy tengo examen de la historia de EEUU.. brother no me sé ni la de Ecuador.,0
La vida es eso que pasa cuando estás haciendo fila en un OXXO.,0
Todo pasa por una sola razón,0
"Dice Facebook: Yo los conozco a todos. Dice Google: Yo lo se todo. Dice Internet: sin mi no son nada. Dice la luz: a que me voy, pendejos.",1
Mis cunadas viven en un planeta aparte...son raras.Lo juroooo!! Son extranas!! De a vicio!!,0
#10CancionesPerfectas: Track 07. Artista Desconocido.,0
"PREVIEW TONY MONTANA, ESCUCHA",0
#otros4litros es tan mal hablada la pelicula que pareciera que Gloria Alvarez les hizo el guion,0
Pero qué linda es la gente que sabe lo que quiere.,0
Cuanta impotencia por la partida de @danielperedo17 no termino por aceptarlo.,0
"—Oye, ¿cómo se llama la App que elimina los errores ortográficos?

—Primaria.",1
Amigo que va al Gimnasio a hacer nalga. #UnaAmigaMás,1
"""Las miradas son el punto débil de una persona.""",0
"Quizá, por fin entendí que nada es como quiero, y es mejor así.",0
En relación con la nota anterior creo que le faltaron calificativos jajaja qué bochornoso!!!,0
"— Te amo mi amor, hablamos mañana, chao. — ok, Cuelga tu prime... ¿Aló? ¿ALOOOOO?",1
El librito de Avon hay que devolverlo?,1
Nunca es mal momento para recordar esto: #NoEnlacesMierdas,0
"Pq con Holanda la historia hubiese sido OTRA,pero como los""hubiese""y""hubiera""NO existen,me resigno.",0
"Un camaroncito llora en la arena,viene otro y le pregunta:
- ¿Por qué lloras?
- Porque mi mamá fue a un cóctel y ...",1
"me gusta la gente que tarda en responder, por que yo cuelgo y puedo tardar horas, hasta días ❤",0
